ID,Form,Meaning,Parameter_ID
8221e77e-8d9c-46a6-9e6f-34ee08f91ef5,kolloe-nen,mix-I|II.PL,
e296c199-60e3-419a-9ad7-2c14a4950fe0,naeka,tears,
f29ab2c7-5e20-4c2c-8217-783604a4f279,ubi,3NSG.NOM,
e473eef6-e980-46e4-9e3e-101a556dee85,ttängäm,place,
f7e9741e-4ab5-4047-ab38-127fc4c8294f,be,but,
b64f895c-14e8-421a-8df0-2b103d5c565e,baba,father,
d144d04b-df76-4378-8413-04821ca604ac,da,MED.DEM,
5819db07-7284-4f7c-b953-319bb087e9e3,era,LOC,
me-loc,=me,LOC,
fac0b1c5-b58e-4197-bb1d-a0c928b18d22,Baewa,male_personal_name,
2ab1414b-716d-4736-9c22-d6af3dd714d2,wa,and,
ba5473d2-3735-4e00-8c1d-3e21a9cfe9ed,Zakae,male_personal_name,
d50f072c-1b32-4f0a-a8c1-a21bc0868bd0,llɨg,boy,
649f7124-92ab-476d-8a51-ab992446fc0a,da,CL.POSS.KIN,
825715ad-ff2b-4d43-a5b7-41b66addcc2c,bi,3NSG.NOM,
c94d5717-5c35-4055-8e11-46588979e293,sisri,now,
2ca97475-2b1d-4076-80b7-a117628438ad,gänya,here,
g-cop-prs-pl,=g,COP.PRS.PL,
346728ed-1a4e-46f0-890a-42c1fbfed134,Kälnyam,male_personal_name,
cded091d-7a35-44c9-ac78-5f93565a49f8,g-o-er-än,REM.INTR-RT.EXT.INTR-name-REM|FUT.3SG`S|A,
0d2201ce-9da5-482e-9e77-10b64ee066a3,llɨg,boy,
0548a78b-0b98-4c9d-af41-3e6b65613e3e,dade,EXIST,
e25ef423-6280-42cb-8178-eb8ed19a188f,ge,this,
580c94b5-1e4d-4667-ad05-e460535a4991,ubi,3NSG.NOM,
38160425-2a8e-47a4-a9db-0ae66305c422,Yawen,female_personal_name,
1980f496-4910-435e-963a-e4f1f446f687,au,burial,
1b177497-8f4c-466d-9604-ebed8bdd6170,d-ä-gag-eyo,REM.TR-3NDU`P-AUX.NPRS-REM.3DU`S|NSG`A,
dc1bdecb-d45e-49d4-88f7-b6d370d785f8,au,burial,
cfaf2495-5487-4ef4-ad51-740788cb6e2b,g-o-tba-neg-än,REM.INTR-RT.EXT.INTR-plan-3PL`S-REM|FUT.3SG`S|A,
06dba129-8148-4300-9d40-dfe8058a0960,ibi,go,
2e962522-7dba-4ca9-921d-6030a1fd249e,tongoe,play,
105e2689-c511-4a47-9fb6-e544c072b526,ibi-nin,go-I|II.PL,
6236606b-5c90-4414-92ce-295980edbcc6,ibi-nin,go-I|II.PL,
a89c19c1-6b96-4490-8612-ec308dc985d4,b-a-nges-eya,FUT.1|3`S|A-RT.EXT.TR-FUT.1DU`S|NSG`A,
46b6a04e-c43b-46b2-b578-180f8bd3d6ea,yu,fire,
ca3cfa91-0326-45aa-8642-4987f7e9974a,di,ACC,
b4fac385-bd23-4ac0-81db-f95bc6208a0b,b-o-ny-mäll-n-alla,FUT.1|3`S|A-3NDU`P-carry-PL-NPFV-FUT.NSG`A,
345f542b-1935-475e-bd8f-4eb5ec34998e,ttongda,one,
dba96cc6-c1aa-4649-9f8b-3a8fe11d93b9,d-o-ony,REM.TR-3NDU`P-carry,
6121a9ce-1944-4ea0-8594-e8cac43bc0b0,alle,INS,
4a4df9e1-e484-4ab2-8863-f1bd6f359f13,d-ey-a-ngäs-alle,REM.TR-VEN-RT.EXT.TR-return-IRR.SG`S|A,
278fdcf4-1c30-48a4-b876-c6c99c804e25,watt,ABL,
84067d23-fa23-45a9-a22f-0d1865ddc7ad,ingoll==ang,like==ATR,
a5fd7d42-0fee-4f7f-a1c4-5e17dae3e7d2,ngasekäma,POT,
d36763ba-24b8-4f9d-ade1-19c6723ceff8,bongo,2SG.NOM,
16228af0-73c8-4a63-91dc-e4e0453a9cc2,ain,who,
en-cop-prs-sg,=en,COP.PRS.SG,
4d25aa17-81d3-439b-8450-9ccd63f6cfb4,imomdae,true,
6b8d6831-a181-415a-acdf-e4a363d2aba5,llokottang,hard,
e6ff4a58-c324-42a8-8324-d5406214583e,diba,that,
aeya-cop-pst-sg,=aeya,COP.PST.SG,
96bd2479-a7fd-47cb-8283-776c5be1310a,g-o-g-mom,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM.3PL`S,
44f6cd4f-c988-4601-a02e-743733e43d7b,ao,yes,
755d1c56-1534-405a-b2b5-1012c7637fa6,ai,good,
9f329505-c902-4376-9857-6e2e770e2d91,mɨnyi,FUT,
f7a6bac0-a3e7-4a67-821e-044a53be4366,b-a-nges-n-alla,FUT.1|3`S|A-RT.EXT.TR-DUR-FUT.1DU`S|NSG`A,
f4e956a7-788a-4170-b888-66e0b9c58385,käsre,then,
d06b9013-e939-4d67-8742-050d2b602d04,lla,man,
dae-rst,=dae,RST,
db475384-9c58-4675-b125-b5f8404d7545,ngämo,1SG.POSS,
9ae9f564-1845-4986-a2ae-71414651d66e,bogo,3SG.NOM,
3db1b690-4baa-4d56-afed-558a4f912630,yu,fire,
23e0c630-c799-4cb5-b896-5c38dcae2c94,b-ony,FUT.1|3`S|A-bring,
7f3ee81a-cce2-4065-b18a-bd2d584139cf,ngattong,first,
d6f59904-2596-4d45-b6a0-a658cb15fc0c,do,there,
2d9fa5de-dc4e-442b-a04b-b74e38752cdd,b-o-wanseg,FUT.1|3`S|A-3NDU`P-leave_alone,
fb51f145-1657-4656-b0e2-79c38f16419d,bäng,fire-stick,
9aa85633-62fb-4de8-b5b9-adcc162b1377,ttongda,one,
286ce5ec-c288-43bd-9c1b-c197bd66885f,ngäs,return,
54fd3177-4164-4f3f-b4e3-f8d8f53015d5,b-ey-a-ngäs-än,FUT.1|3`S|A-VEN-RT.EXT.TR-return-REM|FUT.3SG`S|A,
c4e6fb83-5d95-489b-9a92-9b4047066815,Tizag,dialect_name,
be898a43-b24f-490f-9a9b-63577c91e4ff,abo,then,
f127ce68-459e-412c-b497-5f5f8d3a1a8b,ngänako,1SG.NOMalso,
2196a18f-17fc-46a5-ac2e-7f8af2eef9b4,b-ey-a-ngäs,FUT.1|3`S|A-VEN-RT.EXT.TR-return,
ff61433b-6ef5-46d6-9b63-ac902cb9af6b,iddob,night,
72cde101-d32e-46fd-9598-82048e21f672,särem,dark,
bb919bfb-535f-4928-906e-ee381e837eb9,Suwede,male_personal_name,
d044ee33-b35f-472c-b627-dc62b1542466,do,VOC,
18c13979-fa11-4c23-a422-a37eb4b1b5ae,g-o-ngos-än,REM.INTR-RT.EXT.INTR-return-REM|FUT.3SG`S|A,
b0f67358-ab32-4974-99ea-55a3fd66235f,bogo,3SG.NOM,
61dea48f-21ca-4dd3-a3b8-5254118aa334,gonyo,here,
c79d0dbf-fba2-400e-88a7-2af24894dead,da,MED.DEM,
2a60ffc9-9018-46d4-8c77-e10b6d7ac55e,era,which,
cc970527-5481-4262-b2e6-d34798fa3fd9,g-u-m-aem-än,REM.INTR-RT.EXT.INTR-gather-IV.PL-REM|FUT.3SG`S|A,
8be07d36-78e6-4a13-bea3-00795f465443,oke,okay,
751d9f64-ccda-45c4-aee8-7aa02ae7ab93,angde,when,
9de83342-e3a7-49d7-9ce0-e5dff75adc9c,mängalae,quickly,
a5720336-47d8-4da4-a59e-0f0fbe82c52d,g-u-ngmae-yän,REM.INTR-RT.EXT.INTR-go_around_(long_way)-REM|FUT.3SG`S|A,
04bed1fb-d26c-42e0-a567-ca721b9d5803,mänga~mängall,ADVstrength,
6cffcfec-1602-42e9-b799-b5950f0ff964,sisor,new,
1d9f4695-aee4-4ed9-9b10-fec459cad301,era,which,
07930e4f-5a14-429a-a240-4ea3f06de7fd,do,there,
6996fb6c-36e3-4155-aaea-2bd3b35ba294,ik,inside,
2db1603a-ad61-457b-86b4-ba5c5682e52b,g-o-zen-än,REM.INTR-RT.EXT.INTR-enter-REM|FUT.3SG`S|A,
1014dd8e-d579-441d-a88b-79467dfcca73,malla,NEG,
b2bcde5e-e62e-4857-8c86-2a75da2aae67,i,ALL,
9f903d67-9b97-4d90-bfe4-184d8cd80b52,be,but,
25017189-cfd9-47eb-9771-f45a39f37e55,polle~polle,DIMfence,
951f54de-0bb6-4999-b712-fe5265ec9ba3,att,ABL,
29225aed-375e-4bd8-a647-707e571e792c,ma,house,
17b53c93-8a94-4fe9-9393-e0ec2104b298,peyang,COM,
339f38f7-2f42-4b65-87c3-c9aa462134d5,toko,top,
d39d4889-a8a4-484e-ae8a-12efcb585084,g-o-dm-en-än,REM.INTR-RT.EXT.INTR-sit-II.NPL-REM|FUT.3SG`S|A,
f11a90f9-6146-4ec1-bd1c-fefd8808c8ea,d-a-gir-n-än,REM.TR-RT.EXT.TR-stay-DUR-REM|FUT.3SG`S|A,
a0e6180b-caaa-4e88-9538-846dea0b31cb,g-o-ngk-am-än,REM.INTR-RT.EXT.INTR-start-IV.NPL-REM|FUT.3SG`S|A,
bec7ddf2-a482-462f-9f13-fe6f4f04f121,abo,then,
237b6752-cb04-4d36-bb7b-d91c4250e33d,gänya,here,
e7cfcfb6-ef52-42f9-9b9f-41809621899e,any,something,
6a42b285-8df5-4b1c-80a1-ef4297d7f2c5,nying,leg,
bd032d9e-12c2-47c0-8413-106e97d26cad,seseyam,swish,
2c8775c5-74de-4d49-a0be-104d694bf4fa,yaya,father,
48a5996b-1534-4e83-a02e-b976ffe9ded5,ddoddollem,make_noise,
bbfcc84e-2354-45d9-98c9-cad5a6167d68,wiyowa,wow,
6836c9d1-c31e-4055-9e05-03c015a65247,ngäs~ngäs,INFreturn,
e46d0bb2-d3b4-41f1-8dfa-dcd44804d56d,päzɨg,brother-in-law,
9b9a4d52-3d5b-4e83-9cb6-b0f416fd3ff1,gädo,loanword,
7833d2b4-d840-4791-a038-1e0d9a4d78d7,d-indug,REM.TR-run,
24d98d49-ab33-439b-ada6-1431c5b36328,up,banana,
4c5767fe-d22d-4cac-8696-cc5c4a1c92e2,mameat,pawpaw,
f268bbee-9235-4274-aafb-be9e22ea340a,dune~dune,ADVbump,
bf2d16af-855c-4714-b752-d451e6195db6,d-o-kom-n-än,REM.TR-3NDU`P-carry-NPFV-REM|FUT.3SG`S|A,
97357030-6b72-4fb5-9099-a92f79bfc888,g-o-pendäg-alle,REM.INTR-RT.EXT.INTR-trip-HAB.SG`S|A,
27c41cdd-ff86-499c-a994-91883b3ed7ee,ekaklle,ground,
dc64083c-cfc4-41b1-92c8-e9f9cf017fed,g-o-pällttän-alle,REM.INTR-RT.EXT.INTR-start_walking-IRR.SG`S,
ac5d9d3e-1357-416a-bbb3-aa04af5e0df5,gul,crowd,
06c09168-1379-42c8-a20b-a3269fb42249,d-a-dändär-eyo,REM.TR-RT.EXT.TR-hear-REM.3DU`S|NSG`A,
a6225136-54f8-4dec-b2f4-a2e76a0f4785,-erallo,-AUX.PRS.3NSG>3SG,
90ff8896-144e-4e90-b03a-a1ca81e4f3b1,gonyo,here,
b34a55c2-f2a7-42e6-b5d2-f841fab502c1,alle,ABL,
2138f985-a762-44b1-a5d6-3e2843d86067,d-o-ponor-mäll-am-än,REM.TR-RT.EXT.INTR-start_running-DUR-REM|FUT.3SG`S|A,
13e1cede-c66e-4931-8d3a-ffd36efdf6f4,ya,go_away,
4518d414-de4a-419e-b118-7dbe8365a2ec,ya,,
d6c7bc18-344c-4f80-8a9b-b65d019cc0cb,lla,man,
b6b3334a-6409-4ef5-85e0-2d725f360def,gänyeri,this_way,
balle-all,=balle,ALL,
46a807e1-4654-4d0f-8dc1-5f4284dc2156,d-o-ponor-mäll-am-än,REM.TR-RT.EXT.INTR-start_running-DUR-REM|FUT.3SG`S|A,
5b2e0ecd-012c-4c2d-8abb-ca0a14bde030,g-o-gez-än-än,REM.INTR-RT.EXT.INTR-come_out-II.NPL-REM|FUT.3SG`S|A,
4195070e-1295-4ef2-9def-9a91756cc5f2,d-a-itulgoe-n-eyo,REM.TR-RT.EXT.TR-gossip-NPFV-REM.3DU`S|NSG`A,
ae2e1f29-3580-48f7-a4aa-6e57e6856a5d,obo,3SG.POSS,
b2445e7a-5720-4a8e-ada3-b9a25c75cdd2,ttam,leaf,
765ef6a6-e1cf-41c6-b65a-be35caeed2c8,ddo~ddollem,INFmake_noise,
ccf685b2-28da-494c-b10a-48ae0e8eafe1,da,MED.DEM,
mae-perl,=mae,PERL,
c3097eb8-eed6-4876-a544-2075b8b77cd9,ngättägngättäg,arrivearrive,
a3759452-ce2b-45a3-a11e-7605cee13c29,bibi,2NSG.NOM,
3cea7e1e-7d33-4820-bd77-ff922d261f54,ende,what.ACC,
b366a462-55f0-4a45-aeb9-d8b0b173707b,tameny,converse,
f9565dd6-79ac-4cfc-90e8-a63c992b0d79,ingoll==ang,like==ATR,
0668c8aa-c79e-4514-8238-ef06a55ef93b,mälla,woman,
eyabira-3nsg-dat,=eyabira,3NSG.DAT,
8b597bb2-2b75-4168-a043-072790d480f1,ddone,NEG,
d5a60c8b-fd4b-4216-a511-fcdec23c5994,ddobaeddobae,very,
3d163f6e-f0fa-4d0b-a6f1-112a4015944b,ede ada,,
5c60f434-9063-451a-98d7-f14a327f99b7,g-o-nges-än,REM.INTR-RT.EXT.INTR-REM|FUT.3SG`S|A,
eae102e0-ec58-4e7d-8455-b8128f03f789,oba,3NSG.POSS,
7a0111da-8b3c-42c4-aa54-ed3a2bc5212e,ulle,big,
18599edd-5613-4724-bbb9-d356e1f432f3,ib-nin,go-I|II.PL,
1a0b499f-5b19-48f4-b7a9-b5a6c709be83,imomdae ttoen,faith,
e38bf960-8665-4d61-abd6-896d276f8e52,gänya,here,
af120e44-9d50-437b-b75e-d6c2b9c1a51d,era,FOC,
2faaacd1-5d8b-42f2-936d-3f9da8832148,gänyme,here,
ae-rst,=ae,RST,
db2ff90a-5a9b-46f1-87f1-ca09f64cfe76,kanyekanye,move_around,
522058ed-59b0-4e8c-ae8b-163c134b6ec9,eran,AUX.PRS.1|3SG>3SG,
d6478016-4165-4d3c-b54e-a29a6fbc2f5a,ede,so,
a4047f78-2d0e-49d0-a696-45b81ef83ae4,adawatta,therefore,
f536aa75-b3e4-48a8-a4f5-9327709c0e80,d-ä-ga-yaeb-n-eyo,REM.TR-3NDU`P-AUX.NPRS-NSG>PL-NPFV-REM.3DU`S|NSG`A,
1db9f3bb-fcb4-4683-af5f-639e9db2300d,diba,that,
86abaddd-cdf0-4474-b131-35de6ba2856b,ttoen~ttoen,DIMstory,
e897bc83-f98f-4e41-80f7-476fc1792308,ngattongngattong,firstfirst,
ab5f89e5-215e-40d4-958e-b97a539e81a5,däräng,dog,
e1aac134-30cd-41e3-b003-746a49dc336a,wa,and,
e0ffe047-f376-4c6a-8a59-0704380ac8ed,baet,cuscus,
4593b623-cbb2-4e14-8fa7-558724f6349a,abal,very,
63dfb5fe-abe5-426d-90af-4b5d9d962562,nag,friend,
e2db6c38-989a-47a9-81d2-e5a28feeccb7,da,MED.DEM,
gwaeya-cop-pst-du,=gwaeya,COP.PST.DU,
5e872f98-473b-4734-83ad-25459d07de98,bällam,every,
81cc6e83-0227-49d9-8ad2-ac0619c8f836,ngas-nen,do-I|II.PL,
fc6a461e-3bc1-48d1-8f93-d4b747df3c68,era,which,
804db5b2-dd6d-479c-953e-1051a3bf1bfa,llame,together,
87c53b77-04b4-4f2a-9744-2fa6214e35f4,otät,food,
4c2805be-f4ff-468b-91fb-71b5b848824a,yag-nen,search-I|II.PL,
e17959d8-fd92-4fb1-860a-3d8a17f171e7,ine,water,
63172b4f-efe8-465e-b643-d0164b060400,ma,CHAR,
f24ac68f-f262-47b8-9221-3637030ce3e5,d-ey-a-r-allo,REM.TR-DU`S-RT.EXT.TR-go-HAB.NSG`A,
23a41b7c-909c-4106-b53b-1501edb7d279,tatu,wash,
b4cf9207-e669-41e0-91b1-48e8acdb91f1,llame,together,
ae-adv,=ae,ADV,
56704f42-34fc-4ecc-8249-05aa788e2dd3,ddob,other,
0aefc1cd-308d-4a94-bfd4-97cac37c656a,e,which,
5cca4270-caed-4a03-b862-a1f52196bce2,d-a-nges-neg-n-eyo,REM.TR-RT.EXT.TR-do-DU>PL-NPFV-REM.NSG`A,
f40d5fb2-6484-4b15-ad1b-e5576ce2d2c6,moko,love,
wang-atr,=wang,ATR,
7c8952e3-a593-4651-bfb3-f12caab94628,ma,OBJ.NZ,
6e07eb21-7879-4cbe-a6ca-c78fca2b5816,tongoe-nen,play-I|II.PL,
fcbf5259-dacd-4f9e-87ae-eb907e6adb89,da,MED.DEM,
aeyag-cop-pst-sg,=aeyag,COP.PST.SG,
417cdf9a-b733-4086-b129-75c3c6383fae,ddobae,very,
0fbedf75-bd2f-401d-bcf7-5fb4fb13be33,togotogol,gamehide,
b67337b0-14be-4e77-ab29-d933ce9d2c8c,käm,love,
7fffa72c-03b9-4b80-a606-d9859b08b2f1,ag,morning,
b5dc9412-b728-449f-b573-a42f9bf8b277,yäbäd,sun,
7f38b560-9c48-48ff-bf24-2829e18c521d,g-o-gez-än-än,REM.INTR-RT.EXT.INTR-come_out-II.NPL-REM.3SG`S,
92f241f7-aec5-4a81-8e58-5cf89ba6ddbe,wel,wind,
9e9b653c-f704-4a53-945e-deb7887b64fb,mer~mer,ADVgood,
8ca7a112-60c7-4849-a69e-6d901acf14f9,d-ey-a-pdoe-n-än,REM.TR-VEN-RT.EXT.TR-blow-NPFV-REM.3SG`S,
969cd074-5eb0-42b6-8011-b33ec11bcf70,ade,also,
f8596660-a83c-4142-a081-85a0839b614e,daramdaram,shining_brightly,
e5bb12ae-cd7a-4f77-82f5-eebaeea48f23,baet,cuscus,
fb52b6fe-e3a6-4354-a840-28a91e1f2556,däräng,dog,
91750cfa-628d-49bc-b24f-3c3ba0bb890c,togo~togol,gamehide,
c7304ed9-adb0-4c49-a535-a63d4fefcda1,ddangoe,force,
ed0e0733-8360-46a6-b507-7b1b04a39ef0,eran,AUX.PRS.3SG>3SG,
832cbd4d-f93d-461e-be81-40309c1bf54c,llowam,tired,
e9d6606b-e296-4a85-bd01-4d43e14cfb55,d-ä-ga-n-än,REM.TR-3NDU`P-AUX.NPRS.3SG`P-NPFV-REM.3SG`A,
9f3d7cc1-a62a-4c2a-8ed5-606db0ac9ac2,nag,friend,
da-cl-poss-kin,=da,CL.POSS.KIN,
b11639dd-60da-45ab-8069-7fdcf99e7655,ikop,look,
81507896-2ee2-40e6-9cda-d0cbaf7bac20,n-a-s,FUT.3PL`P-RT.EXT.TR-close,
1674b57a-4ceb-48d4-ac08-907a389be4e1,b-o-tgol,FUT.1`S-RT.EXT.INTR-hide,
e8a7db82-8503-4928-aa5b-ea3c03c6e964,ikop,see,
4e9e7a5e-f113-4201-9150-04ebb20ad446,d-a-s-än,REM.TR-RT.EXT.TR-close-REM.3SG`A,
04ee953c-2ae0-44ee-b9ab-ae04d23123da,aeya,who,
d6149763-ec2a-4ede-8064-049e054f8669,d-ä-ngmen-än,REM.TR-3NDU`P-take_off-REM.3SG`A,
1703b2b3-5737-468c-9cef-9440d5bb81dd,ded,there,
73206c09-7b14-47f4-a55d-cf5284ef63f9,kollko,breadfruit,
b68f9965-c51d-43e3-ba04-a237132d27ce,ulle,big,
98e5dcc5-1bc7-416d-82ff-77c0abd0e07f,gäny,here,
70992be3-5af8-4df4-8236-809506f59bd9,g-o-nddäll-än,REM.INTR-RT.EXT.INTR-arrive-REM.3SG`S,
e5e6b18c-24f4-447a-9f28-be2b0b779bcc,matu,lower,
37462b2f-a6c7-4c16-8600-1b9907fe5873,ddage,branch,
b1b730d4-1977-4566-a528-fcf44faf8e4c,era,which,
2b4f6578-e9c0-4233-a1cd-f2c4e13c0b01,g-o-tgol-än,REM.INTR-RT.EXT.INTR-hide-REM.3SG`S,
cc522aca-b54f-481c-8b4d-5c61f84f0574,d-a-ngnoe-yän,REM.TR-RT.EXT.TR-ask-REM.3SG`A,
3eac920b-4887-4ac4-a2d7-86de17275979,nag,friend,
d193464d-7f1f-4577-8be4-0140d2c00a0d,zɨme,IAM,
f755344d-819a-4fbd-a2a5-00c7e2bb4130,a-tgol-alle,REC.INTR-hide-REC.2SG`S,
699c4271-9750-4fb9-ba5d-78ab7547d62f,g-u-ngämingg-än,REM.INTR-RT.EXT.INTR-answer-REM.3SG`S,
14f6d78c-0fba-467c-a9e8-7f2eaeb214d8,ao,yes,
20604d28-7e41-44e5-977f-1af4681dc22e,de,ACC,
e07793c9-a3ea-4f45-929e-70fe04c0e81a,d-ä-ngk-am-än,REM.TR-3NDU`P-start-IV.NPL-REM|FUT.3SG`S|A,
b08b2984-4826-449f-93e3-419a66b758aa,singo~singoll,ADVin_front,
cb44d753-e3bb-46ff-9a07-09cf3a80e03c,mullae,able,
0da591f9-5733-4fc8-ade7-df1988c1e462,bälla~bälle,INFfind,
6332192d-7644-4f96-bb33-e9d2dee4491d,dindu,run,
att-pp,=att,PP,
0836bf3a-393b-4826-a37c-b53ac0ae5a37,d-o-ngkollmäll-än,REM.TR-3NDU`P-follow-REM.3SG`A,
8b4e7987-0d84-4df4-97fe-fc0961887404,dowe,ADV,
e79fc551-4d4e-4330-b0d5-43aed2a9dc6f,mit,base,
79da4509-f72a-4170-8894-158066b0fd35,nag,friend,
21c2aaaf-f4cd-4d8d-b401-2a662dbcbb12,a-ngetam,FUT.INTR.2S-come_down,
306df86c-41b9-417a-9989-d42361759993,g-o-ngetam-än,REM.INTR-RT.EXT.INTR-come_down-REM|FUT.3SG`S|A,
d0074ff6-78db-4c92-9121-c31c8a922b9c,matu,ground,
b6a9bb83-2400-4780-b8d6-b124983481d9,bako,2SG.too,
3a65af36-df3d-4e09-be7b-5586762ba149,ikop,eye,
1147cfda-c09c-400e-b2c6-f2a33c95152e,n-a-s,FUT.2`A.3`P-RT.EXT.TR-close,
c63c92b5-40e3-4180-9da6-009e7b37e74a,nga,now,
1ff5818a-5e49-42f1-82e9-f4a0a8909b14,b-o-togol,FUT.1`S-RT.EXT.INTR-hide,
d83caa31-d1f0-4ac7-992e-ed8792dcd14f,kllomo~kllomoll,ADVbehind,
7babb622-5d6f-471e-a8a1-4c45358d37de,kukiny,grass_type,
382148c8-9354-4cdd-b675-01c43e13946b,mama,grass_pile,
d001c1ac-208d-4989-be83-0d9c8e7d97ac,diba,that,
a014ac9a-4f74-476b-b676-59e86affed24,g-o-träk-än,REM.INTR-RT.EXT.INTR-go_underneath-REM.3SG`A,
5f0e80c0-a69b-4fb1-9831-eab1e357e8fd,g-o-ntmon-än,REM.INTR-RT.EXT.INTR-wait-REM.3SG`S,
8058244c-b6a8-457f-b524-d88aba853ce7,täräp,time,
d298a2a7-e7c3-49c5-b343-f40bcfc5120e,d-a-ngnoe-yän,REM.TR-RT.EXT.TR-ask-REM.3SG`A,
7737395e-4a0e-4fd5-bb3b-87aa9288467e,zɨme,IAM,
0a016c73-c0da-4b2d-9bfe-176c481c8817,a-tgol-alle,REC.INTR-hide-REC.2SG`S,
4a1650c1-8088-457a-ae63-93a89ac398b3,aoǃ,yes,
f468fc52-8bfc-4b33-9cfd-9876191cf5db,yag~yag,INFsearch,
8916c693-da31-4218-b485-92addf34ccc9,ada,like_this,
a771d00d-3214-42cb-91cf-faefd7726cd0,yag~yag,INFsearch,
40339ca6-c26b-4cc4-ab1c-c9fbdcf5451b,d-a-ll-än,REM.TR-RT.EXT.TR-go-REM|FUT.3SG`S|A,
d14a57cd-6c66-46a6-847b-1f1870cf8ce4,wiyowa,wow,
b7a8bf22-4bc1-4566-8bbe-a0885c1f1270,d-ä-gag-än,REM.TR-3NDU`P-AUX.NPRS-REM|FUT.3SG`S|A,
672b95c1-9c36-4025-8c77-12429dbe33f1,wolle,shout,
98879a08-c167-49cf-b40d-14129599e18d,kapera,out_of_town_friend,
37610bea-7ff8-40fd-b246-589d28ac2f26,wiya,come,
099f50bf-6dec-44be-ba1a-8fe1b7148040,a-gezän,FUT.INTR.2S-come_out,
6538e6df-a73a-4cf1-9413-5714b9040e23,o,or,
9ae38924-981e-42bf-80f3-de4424a4e1dd,towall,grass,
121b593e-1524-44a9-ac34-1ed5de669c6b,ik,inside,
37876c3c-5149-4f96-b089-162708faad51,kuki,lie,
1f9044f9-79f6-4fa4-ba51-4e52107ee8c5,de,ACC,
09328607-8ef7-47ee-98da-01d7a28b8d31,g-o-täba-wän,REM.INTR-RT.EXT.INTR-plan-REM.3SG`S,
7f99f366-0bc5-45f9-a210-2f97e9f64dc2,llan,ear,
19fdb085-ca00-47a4-891d-eb776ba525b3,d-ey-a-ngäd-än,REM.TR-DU`P-RT.EXT.TR-coil-REM.3SG`A,
cf0c1658-79ae-4451-9dee-97e69d05760f,llama,hesitant,
405b6285-fd2a-4f18-9275-dc49e69d8a2e,näkäp,mind,
c84e0764-43e3-4f2d-b8c2-17a88a97e67c,g-o-gez-än-mäll-n-än,REM.INTR-RT.EXT.INTR-come_out-II.NPL-DUR-DUR-REM|FUT.3SG`S|A,
c09b2d10-4612-4047-a9b2-9f80f8f28d19,kapera,out_of_town_friend,
029e69ec-d87c-4e75-9c96-7aca775ab78a,obo,3SG.POSS,
39e20e07-44e5-4766-ba60-d67cbc09bb8a,tubu~tubu,NSGshort,
154011cb-556c-43ef-8cc8-0f53ba170a97,a-g-neg-an,REC.INTR-AUX.NPRS-3PL`S-REC.1|3SG`S|A,
7112260f-77df-4cfb-83ea-901882b8398f,käsre,then,
de9f5ae4-641f-44d6-8c87-3f18183fa76b,kapera,out_of_town_friend,
2473c428-0cba-46a7-84a1-85c807e58c47,bäne,2SG.POSS,
84855e1e-47f0-4c40-9f9e-96341364c706,alla,how,
7a75e607-35db-49e4-b861-3a466e8d8814,y-a-g-alle,DU`P-RT.EXT.TR-AUX.NPRS-REC.2SG`A,
9247d43a-1705-4d5d-b1df-7aab7a8c3eaa,kaeg,initiation_friend,
0f85a0fa-caae-426f-89f1-52e48710b2ee,d-ä-ngk-am-än,REM.TR-3NDU`P-start-IV.NPL-REM.3SG`A,
fc0235dd-1023-493a-9c63-e1e1772b0e71,ngäna,1SG.NOM,
2c72d31d-bf26-4756-8e84-62d517535742,ngämo,1SG.POSS,
92375747-cfc2-481b-80d3-2cf0d5255938,era,FOC,
d418c963-4554-4525-89a1-31754ccb8e4c,y-a-tärpän-an,DU`P-RT.EXT.TR-cut-REC.1SG`A,
d095682f-8f5c-4abc-9967-a57f9ab2402d,moko,desire,
54f9f053-9bac-4971-9d60-e758a2d94a43,era,which,
5e55f50f-0543-4a8e-b4b2-c41683c4f841,ingoll,like,
55e609b0-7af9-4f0c-9c4d-16b39e0fb0c2,b-o-g-allo,FUT.3`S-RT.EXT.INTR-AUX.NPRS-IRR.NSG`S,
3ba2d596-172b-45e2-bbfc-e6c2da1c19da,da,CL.POSS,
6f6cf532-910c-4f50-bb9d-e614060ec14d,g-o-g-eyo,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM.3DU`S,
803f8de1-87b8-45f2-a8a4-c0b893113ede,dibaballe,afterwards,
423766a4-8bfb-49da-8cbe-c72d537e272a,bongo,2SG.NOM,
265183b8-109a-494f-8001-44fc54039d37,ngänäm,1SG.ACC,
0ec82beb-0487-42d0-9ad0-744ceffd096c,n-a-ntmon,FUT.2`A.1SG`P-RT.EXT.TR-wait,
8f1b6934-1aa5-41d3-9d71-7ac6b14cd37d,nga,meanwhile,
6c6dbbc2-5721-43ce-9fde-2f7c3ba7217e,ma,house,
82e5bcb2-9de9-4be1-bad0-0bd24ae8f8ea,täl,bamboo,
d0ad35d3-bc7f-4df0-be62-1331fb59dd00,pallkoll,piece,
f8d1069b-fcd1-4661-a600-2ac2aa837de6,d-i-weny-än,REM.TR-VEN-carry-REM.3SG`A,
47063e47-16d7-4372-ad9e-f78b94a8ad9f,ka,EMPH,
5e9ec039-5a42-4433-90d3-abe633d11ce5,täräp-nan,cut-I|II.PL,
