ID,Form,Meaning,Parameter_ID
7d15fb4c-6b2b-430b-b5ae-be1ae48ac97a,anggan,AUX.PRS.3SG>PL,
b9a7c3cd-f95f-4cd8-b572-ddd205bb80f9,ibi,1NSG.INCL.NOM,
3be6a815-c3e2-4a9d-bcd4-be1ec715a3a6,tatu,wash,
d0b5f196-be77-4875-be5a-1e45d662f5d3,kili~kili,ADVhappy,
46317530-7162-46be-98c4-bc2f450e18ec,moko,love,
5b8b7fa7-f24e-48cd-b36a-743d687078a5,tatu,wash,
f90a875d-1213-441c-8de3-258d8cda2eff,g-o-ngttäg-eyo,REM.INTR-RT.EXT.INTR-arrive-REM.3DU`S,
7088c9dd-8f98-4740-b612-6cdb64bd61f8,d-ä-g-n-än,REM.TR-3NDU`P-AUX.NPRS-II.NPL-REM.3SG`A,
23c113d3-2c8f-4d61-b730-451bd8bd67af,walle,water,
b3ba838d-e300-43e0-98ea-ca6a933eca79,g-o-gäbän-än,REM.INTR-RT.EXT.INTR-REM.3SG`S,
625a015b-9c7c-4308-b0ee-a5a7a45c893f,mer~mer,ADVgood,
c5fc0163-9963-4826-bcc2-d12f3dc6d977,täträp,cut,
88d34196-1295-478f-97ea-848b8d2b4206,d-ey-a-dro-wän,REM.TR-DU`P-RT.EXT.TR-clean-REM.3SG`A,
8e185d16-7c1b-4d5d-82c8-af7865a07239,ddoneada,NEGlike_this,
058898a1-1a4e-4fe7-99af-27922d0d2e48,d-a-tngoe-n-än,REM.TR-RT.EXT.TR-laugh-NPFV-REM.3SG`A,
8f5f6a76-a2f2-4bf8-86e3-027d836dd74d,g-u-irngän-än,REM.INTR-RT.EXT.INTR-come_out-REM.3SG`S,
123cb9c6-f0a5-421c-a0ca-a85f0f8cdb3b,ako,then,
fc16e1d1-2ec8-4210-a577-a9e080f1d9de,gllu,splash_sound,
7b320578-171f-4a28-b3b0-871266735315,g-o-ngkäbäg-än,REM.INTR-RT.EXT.INTR-dive-REM.3SG`S,
cb72ed6c-5675-46bb-9795-e87c82cf2602,igi,underneath,
ee0509ff-1444-4872-941b-e99e24a42c49,g-o-peyam-än,REM.INTR-RT.EXT.INTR-come_out-REM.3SG`S,
2dfb0f7c-44d7-4735-811e-ff6e4558aa6b,komlla,two,
aeb-rst,=aeb,RST,
mae-rst,=mae,RST,
3588f3dc-1430-4a02-bce2-5b353f41770e,d-ey-a-täräk-än,REM.TR-DU`P-RT.EXT.TR-untie-REM.3SG`A,
5c76c1a7-7e25-4a3a-ac8d-310b8763263e,g-o-ngnam-än,REM.INTR-RT.EXT.INTR-realize-REM.3SG`S,
57471f9b-f621-4343-94f7-287f74105735,obom,3SG.ACC,
fc7796f7-a997-4108-82e6-56574c2fcab2,eka,word,
b31a94d1-b7f9-428a-b62b-ff25a04a0723,laem-nen,argue-I|II.PL,
6c4a3e83-93a9-4d77-83f0-9d3d693d8697,g-o-ngkam-eyo,REM.INTR-RT.EXT.INTR-start-REM.3DU`S,
ca394998-b398-40aa-8233-a6a602231644,manggo,tree_type,
f2c93989-1de4-4270-98b7-29a5c8434d66,d-ä-ngkäl-än,REM.TR-3NDU`P-ascend-REM.3SG`A,
de0f4f0b-b4b4-4735-9cc0-7a7be8ab8b58,walle,ABL,
ddab69a5-3e53-4f93-94c4-ff3e6d6ed99d,ttam,life,
ad2e88bc-425f-41cd-8592-b8f99c362e72,giddoll,life,
d7a0675d-d5a7-4f53-90ff-0a2e6a0811b3,lla-eyabaene,person-3NSG.ABL.POSS,
cab1a4ef-f18e-4f7e-9727-e4d9fa9c0654,tot,rubbish,
e53f8a54-53ea-48df-92cf-e4756347719f,n-ot-neg-ne,FUT.2`A.3`P-eat-SG>PL-NPFV,
c15d8116-9fe1-42ee-9b2d-c29a61e5cae6,ide,side,
944f6612-0c7a-4f46-b9ae-5d4dca989708,a-nzagae-ne,FUT.INTR.2S-be_showy-NPFV,
8917853d-321e-4df8-807a-d911f7ed0ef9,gämäll,steal,
9b23638f-6a4a-4a73-a8ff-2ce44d6a9df7,a-g-ne,FUT.INTR.2S-AUX.NPRS-NPFV,
d83bcdc5-886b-489d-a7cf-ad3915c99e2f,g-o-pänae-yän,REM.INTR-RT.EXT.INTR-turn-REM.3SG`S,
1a59bc05-38ce-4822-8ad5-3665b12114e1,giddoll,live,
9476733f-51bc-4ebe-acd5-e35d4998f443,mäzi,FUT,
5b83dfcf-70e2-450b-a959-cd4a80f30ff9,llo,tree,
c29be095-7b4c-4726-b51e-fe002ab43d0c,ttam,leaf,
ddb22493-edda-4f1d-8473-47b8fcaf30af,dae,RST,
72e4390a-0a35-4d53-861f-44a532c87f7d,n-ot-neg-ne,FUT.2`A.3`P-eat-SG>PL-NPFV,
ee81e905-a17d-41e7-8b50-7b1362583243,bam,2SG.ACC,
2b55ee99-819c-470d-bce1-17baf9623919,gäz,kill,
504055f7-071d-4596-aff2-11c94a8ee40c,n-a-yag-n-eyo,FUT.3>2SG-RT.EXT.TR-search-NPFV-FUT.NSG`A,
59d692d9-015f-40b4-b578-473dda606719,säre,sadly,
c68e5db3-dc5d-4e0e-bcf8-c7783951dea7,tubu~tubu,NSGshort,
aa0a6743-44f4-400d-b375-3e589d29aedc,d-ä-träp-neg-än,REM.TR-3NDU`P-cut-SG>PL-REM.3SG`A,
b9159b94-656a-4609-a128-77bd9afefde2,-eralle,-AUX.PRS.2SG>3SG,
e5c56fb0-abbe-4fb5-8005-63644e0daec5,yuwog,many,
cfb19c1d-fd43-444d-b443-c23cd061dd8a,kanye~kanye,ADJmove_around,
18aa4fd5-4da2-49aa-bd0a-71905cdc1f8e,gämäll,steal,
d31aa4d9-8c56-4911-9aa0-872d5c7deb14,ngätt,yard,
6c278382-8b32-4085-b7ba-506f6b29d4e6,källa,defecate,
1dd6cadf-f610-49a1-befe-05cb17777090,be~be,INFleak,
yag-atr,=yag,ATR,
ed1318c5-da32-48e7-a707-99a1ff629555,adawatta,because,
96ec95a6-759f-4f63-ab7d-8b699ed33270,ttoen,thing,
17b94a47-f0f3-4b74-8e5f-4871ed6385bc,ke,CNTF,
dd1cb4ca-a20a-464f-83c5-07846f22849b,d-o-nttog-än,REM.TR-3NDU`P-give-REM.3SG`A,
2928b7e7-a328-4e41-8bfd-09c0ed3b016a,ause,old_woman,
2a3e1560-5e17-4c9e-aa2a-af738164e93a,llɨg,boy,
1f4a8bef-f5b5-41e4-bd54-1cc755325ef1,kälsre,small,
dee4cb02-b128-454e-9187-8ec45edf4a53,bem,sea,
7c88b45e-7c56-447d-a02b-e3b6461e0004,amne,center,
ca7e8901-377a-4766-8181-159a9826d43f,de,FOC,
8ef85b41-20ca-4bf3-aa64-b5cfd3d27ad6,misdae,just,
0754a7c7-8c70-4f84-9774-14a2c37d7f9f,ttong,one,
face0d83-3c3f-43eb-88d1-d4078d1cea5f,kui,island,
5be17bbe-2c6f-43a1-9fce-48e5e2a79cde,känyer,self,
c4279b17-fda4-47d9-a8d1-f9f48e423abc,kakänkakän,floating,
17e5e7d5-3ad0-48fa-bac2-a98dac4f50f0,mälla ause,old_woman,
47730d96-027b-44c4-86e2-a265ed4b713e,toto,evening,
f9bb52ed-7e93-4353-ba2d-b77183fa87c6,g-o-kla-n-än,REM.INTR-RT.EXT.INTR-set-NPFV-REM|FUT.3SG`S|A,
8f725627-8df4-45f9-a278-b76e089bd2c1,särem,darkness,
f35756f1-a3b5-4469-8dbc-c709cb0c191f,d-ey-a-wi-n-än,REM.TR-VEN-RT.EXT.TR-settle-NPFV-REM|FUT.3SG`S|A,
a8cd1f25-9ff9-4524-a09e-e441fbe5ea07,pädoe-nen,blow-I|II.PL,
518ad111-d957-420e-834a-b8c7dd93e5ec,kämag,west_wind,
258d9c87-6b25-4d64-bbfe-446dd336b8f7,ause,old_woman,
2272b306-27d1-451c-99bb-62ba3bea1776,ngänaeka,cry,
87732a3b-426e-44a7-b98e-b3138a2291ed,känyerkänyer,soothe,
2b39312d-20aa-448e-91d4-131658117110,d-ä-ga-n-än,REM.TR-3NDU`P-AUX.NPRS-NPFV-REM|FUT.3SG`S|A,
e34e7c38-a99a-42c3-9a30-eeaa83a242d5,täp,interrupt,
111b70df-6469-47af-97a8-5b678346c4e4,g-o-ngällb-än-mäll-n-än,REM.INTR-RT.EXT.INTR-come_up-II.NPL-DUR-DUR-REM|FUT.3SG`S|A,
f56837a0-f1f1-478f-8db1-d60c91453db0,tater,mat,
fcad0d52-7973-4508-9acb-beab551d32b8,ngäd-nanngäd-nan,roll-I|II.PLroll-I|II.PL,
cf3ecb6e-52c4-46c4-a893-800b2c1343ef,d-ey-a-r-n-än,REM.TR-VEN-RT.EXT.TR-go-NPFV-REM|FUT.3SG`S|A,
26598c83-e660-49e8-99ba-1deaa08ed8ac,oblle,3SG.dat,
f2bcc705-5a50-4175-ac4a-1ad1c6963005,ddoneabal,NEGvery,
ccb93bd1-9fd5-487e-bd17-cc8efbfc036b,mulldae,able,
99fad88d-961e-4bbd-989b-defea09d16ed,dindu,run,
ma-act-nz,=ma,ACT.NZ,
2a1e3117-4002-4b6c-baac-d68498defdad,ngalen,way,
a56bf527-7a3a-441a-993b-18f4f07edc48,mänddmändd,drown,
d8c46367-067f-4ef0-a8ca-8dfff22a88eb,käg,container,
bf2abc3f-9f0c-47aa-9ca2-5ad2ea1c7691,mamon,shape,
2d1bbaa6-faf1-4da1-9d89-30c850244464,d-ä-zan-än,REM.TR-3NDU`P-put_in-REM|FUT.3SG`S|A,
5b9e71d7-deab-4a75-8bee-896b0fc1a322,d-a-inttemängg-än,REM.TR-RT.EXT.TR-leave_on_the_way-REM|FUT.3SG`S|A,
03b37a6b-5611-4059-af2f-a4fcff23259f,kollba,fish,
875e63dd-1e17-4a4c-b284-bd6b93e30d84,g-o-pnae-yän,REM.INTR-RT.EXT.INTR-turn-REM|FUT.3SG`S|A,
addf939b-112f-4074-a89f-46a97a303248,ikop,see,
2b9d0bcd-7c31-488c-863b-b06537731e76,enanae,straight,
d6fc063a-4fdb-42bd-a53b-372c33ca7cb6,d-ä-tr-am-än,REM.TR-3NDU`P-carry-IV.NPL-REM|FUT.3SG`S|A,
cdbfcb9d-8cf8-47ca-8dba-cebbea5e3e94,ddob,some,
3eef4354-6087-4e37-8363-a44b8fbaaa38,lla,person,
365e4673-5fff-4fa1-8644-d7140f71c9da,d-ä-ngttäg-än,REM.TR-3NDU`P-bring-REM|FUT.3SG`S|A,
5f365794-656c-46fa-9ef6-3fb87cde99ec,llɨg,child,
dc1b089e-a7ae-4676-85ec-12c70d244ed9,mik,widow,
4758dee9-5e04-4b1d-9d26-97b185085002,d-a-mänd-än,REM.TR-RT.EXT.TR-raise-REM|FUT.3SG`S|A,
80fce798-b313-4f75-acd6-ea9c93afdf21,patme,AN.LOC,
9e96ef7f-5264-4351-b32c-76973f8eb896,mängall,strength,
3d242a5d-ce76-41ca-b49e-ea4c9b14c8e7,melem,work,
b7f2acf9-58c6-4c89-bc5c-4dfc448ea95f,ngas~nges,INFdo,
c03b33bd-8b9b-4c99-917d-b4131e4dceae,tupi,tall,
b66ce40c-92fd-41a9-a2ba-3a9ebebb6666,g-u-nzi-wän,REM.INTR-RT.EXT.INTR-settle-REM|FUT.3SG`S|A,
db32f66b-f292-45ef-9cb4-f0716f1f6da1,mälla,wife,
925796db-b7fb-4ebc-9d47-a1d070ba0e5f,ttang,hand,
7c82261b-d545-4436-a975-a901e2991542,llɨpɨt,finger,
5a810828-54bd-41d4-a323-6a1a9bce54af,d-a-gir-n-än,REM.TR-RT.EXT.TR-stay-NPFV-REM.3SG`S,
2d6df7f4-b60b-4b52-97a9-0286636b329a,Bundae,male_personal_name,
1568a0c1-35dc-4ded-9ec7-f80f95a66cfc,bun,head,
a1ca6c59-a4d1-455f-a985-a67110b87397,mällängik,noseinside,
11de7927-8cdc-4b37-ab7a-b4b064667d89,za~zer,INFenter,
9448ab93-5fae-466f-bc07-df7d82132879,mälläll,size,
3305ddd6-4f9e-42df-a455-4691dd8986bb,kälsre,small,
3635c647-4660-428a-88cb-905fd65c3820,kälekäle,small.PL,
9e98d369-d645-4508-9dd3-b0c65bcad409,pa,bird,
e44e1558-3fd4-45fa-a5c1-9cfc60064c2c,bägäl,bow,
0aa360fe-8547-4bb8-906d-20b0dedada38,a,ACC.CONJ,
e749d2cd-4536-4bb8-8dfd-68b8f0444379,täbäll,spear,
0d4e63ae-a2f5-435d-9d4d-9e709a380198,d-ä-nglläb-eyo,REM.TR-3NDU`P-get-REM.NSG`A,
5813154e-921c-487a-93e0-c692a2622185,g-o-g-neg-än,REM.INTR-RT.EXT.INTR-AUX.NPRS-3PL`S-REM.3SG`S,
0b8b2344-f54e-4177-9246-7e897a0e3081,da,MED.DEM,
2b2940e8-0b8a-43cf-a788-2b41f5984ced,emaemae,many_different_kinds,
224aaf22-bdba-4513-8cfe-bf0160ddd989,d-ä-gädd-aeb-eyo,REM.TR-3NDU`P-kill-NSG>PL-REM.NSG`A,
8d7811f4-372d-4969-bcd4-eb054dd87da7,d-ä-ga-eyo,REM.TR-3NDU`P-AUX.NPRS-REM.NSG`A,
68b9e922-f2ad-412b-a7a8-df4cc3a477ce,g-o-otar-n-än,REM.INTR-RT.EXT.INTR-sleep-NPFV-REM.3SG`S,
3a40d365-b67f-410f-8880-4cf960761ab9,pollon,bush,
18195521-443b-4555-a9c2-4f48af948799,d-ä-ga-eyo,REM.TR-3NDU`P-AUX.NPRS-REM.3DU`S|NSG`A,
07db6190-05ff-43b4-85eb-be4decb83e7c,mälläng ik,nostril,
2e641dfc-cc24-4b5b-a79e-6e47bbb62e94,g-o-zer-än,REM.INTR-RT.EXT.INTR-enter-REM|FUT.3SG`S|A,
4b3d2309-fbba-4a07-bba8-d4708e94f18c,d-ey-a-ud-eyo,REM.TR-VEN-RT.EXT.TR-light_fire-REM.3DU`S|NSG`A,
d2f90ff0-4b97-4b33-aa06-dcd1de8c6a8c,dompa,arrow_type,
e887c4e8-037d-4135-a563-f7fe1158744e,d-ä-po-aem-n-eyo,REM.TR-3NDU`P-sharpen-NSG>PL-NPFV-FUT.2|3DU`S|NSG`A,
681f0ad7-c3b6-43e6-8b21-be2bc320f78d,to~tot,NSGrubbish,
fcffad9d-298c-4604-9707-7666c46a3b59,inu kuddäll,fast_asleep,
838a13ec-bb9e-4f55-9912-bc89bc3db88c,ttoen,way,
12dad355-2c75-494a-8d58-95e9b800efb5,g-o-gez-än,REM.INTR-RT.EXT.INTR-come_out-REM|FUT.3SG`S|A,
680597db-9b08-4d41-851f-bae04a719e22,g-o-nsämängg-än,REM.INTR-RT.EXT.INTR-feel-REM|FUT.3SG`S|A,
7157c4cc-ff58-44a4-bf1d-1d26d464c93f,mälläng,nose,
463aa603-13b0-4412-851b-eab41885f49e,nongonongor,itchy,
5755f3f9-57e6-4c1d-bb1c-eafc54a0dc98,ansi,sneeze,
33a04cab-d76b-41f2-8158-a2d862dee237,kom,feather,
5800b02e-c989-474b-a7ae-0c56ea22d42b,ttätta,burned_wood,
dc90fab3-759e-45ee-9a31-5b6e8d7369fb,mikutt,anger,
a4b5e9dd-2a88-4fb4-95ee-876dde6dedad,abo,must,
b0906305-be83-4528-9f57-a357515fce22,känaebag,tomorrow,
c5f5ad21-4cd5-465d-95e0-c5c1a54cca75,i-ngäsmäll,VEN-return,
2132b502-a705-4432-a956-02f7e9d59d54,g-otar-än,REM.INTR-sleep-REM|FUT.3SG`S|A,
fc791555-fdbc-4978-948c-2fedd29a2898,däba,there,
ee7b7fb1-9602-43d7-b299-dc11f5978c78,ddägattalle,after_that,
5ef9c684-6dd3-47df-92b8-904ebc43b90f,d-ä-nglläb-eyo,REM.TR-3NDU`P-get-REM.3DU`S|NSG`A,
a5e09bdb-ff03-4b68-b5ec-eea856545359,d-ä-gädd-aeb-eyo,REM.TR-3NDU`P-kill-NSG>PL-REM.3DU`S|NSG`A,
0a050ff9-2430-4d4c-bce8-813fd1e0048e,doweae,straight,
0a804d45-7139-481b-9250-9009e57a34b9,yagyag,search,
f56d9a80-4127-4e83-9758-c1aca805e2cc,ngättma,place,
765a3290-ccc9-45f6-906b-83dc511cbba5,meae,PERL,
1073e293-945e-4995-81d1-20bf4fb1138d,inu kuddäll,fast_asleep,
c8fefbc9-1561-49d7-9af2-063c83e23469,inu,asleep,
f6a51335-c9a4-4cbe-a5db-e0159b6bc835,d-a-ude-eyo,REM.TR-RT.EXT.TR-light_fire-REM.3DU`S|NSG`A,
c3fbe509-e3f6-4016-adf6-9ae8ae178fc7,d-a-pädrall-eyo,REM.TR-RT.EXT.TR-spread-REM.3DU`S|NSG`A,
ab3ddcec-be4e-4e9b-a16d-7a33e3caa359,g-o-nserbe-on,REM.INTR-RT.EXT.INTR-prepare-REM|FUT.3SG`S|A,
30388591-1426-4b25-b662-a3f8bcfe4516,pädrall,spread,
99b428cc-1a55-45a5-a1c0-6205579e569b,papa,hit,
743eb838-ce3c-4b2a-8c77-a974a62b6778,d-ä-ngk-aem-neg-än,REM.TR-3NDU`P-start-IV.PL-SG>PL-REM|FUT.3SG`S|A,
bdafa47b-364d-46ed-b8ba-8f19c66baa90,ge,this,
4bbc5de2-c244-4da1-bacc-45b281fc02eb,bina,2NSG.POSS,
c0b264b1-c70a-4133-9ffd-1baca1fcd447,bibi,2NSG.NOM,
cfcff5b9-2519-4132-bb82-5e1ea191a05f,zar-nen,enter-I|II.PL,
120552be-21aa-443e-8f33-da97e3a13985,-amalla,-AUX.PRS.1|2PL`S|1|2NSG>PL,
273663a4-4316-4e08-9798-73aa4b94869b,ngänangäna,crying,
349563ec-fe7d-4b9c-93a9-8a36bbb742f3,d-ä-ngäsmäll-än,REM.TR-RT.EXT.INTR-return-REM|FUT.3SG`S|A,
9fdc1f5d-f25b-4464-996d-64bc2d6b805a,d-ä-ttäm-n-än,REM.TR-3NDU`P-burn-NPFV-REM|FUT.3SG`S|A,
221f74cc-4039-4c6a-bb41-f1f102a895d6,ttängäm,place,
4d098879-85c3-4988-b207-55c3596e0c39,dɨdɨr,dried,
5fb11f6e-92af-44a8-9e81-6cbcf160d7cc,d-ä-bez-neg-än,REM.TR-3NDU`P-dry_up-SG>PL-REM|FUT.3SG`S|A,
52232515-9728-4214-9dae-ad1fd8b55b7c,källäm,pond,
3c0adef3-f204-42bd-8b5b-04a065a8449c,wallemäg,watersource,
a10caecb-4956-484f-bcfd-0018910994f2,orbam,pool,
8ccaee8c-1f87-463c-b5fe-0a5f2063be9b,,toponym,
f165f98f-dda8-4cf0-8507-4fc0d76edb6f,petapeta,thin,
287016df-48a5-4631-a91a-6cfcbf7a25e9,kottllam,turtle,
84605d4c-4680-4952-9433-2be1729a28e1,giddoll-nen,live-I|II.PL,
61172548-274d-4b37-b29a-6504022156f7,d-a-zer-n-än,REM.TR-RT.EXT.TR-live-NPFV-REM|FUT.3SG`S|A,
3abf3b46-bc8a-4551-b123-f22ea9f1f975,kälae,small,
71b2a93f-9dae-428b-a6f4-8d6217224df4,g-o-wenseg-än,REM.INTR-RT.EXT.INTR-leave_alone-REM|FUT.3SG`S|A,
c79f8433-d439-453e-9bb2-bb0a35937e50,d-a-dro-wän,REM.TR-RT.EXT.TR-die-REM|FUT.3SG`S|A,
f79561ac-7b91-4f46-b1ab-13a5e65766c0,aebe,RST,
9af3744d-c067-45c8-9b32-95f1708e7db8,d-a-gir-n-än,REM.TR-RT.EXT.TR-stay-NPFV-REM|FUT.3SG`S|A,
2322356a-5157-418b-b775-fc98290ab452,g-o-ngno-meny-n-än,REM.INTR-RT.EXT.INTR-think-III.PL-NPFV-REM|FUT.3SG`S|A,
236d5894-3102-4d4c-9116-0c3aa0c81dde,ma,house,
0e75c8d9-fc9d-4aea-ab01-94824eff1290,ili,where,
7a99a8e2-3e27-410b-a211-005fd7ffc959,ngämlle,1SG.dat,
9458f178-6cbc-4cf4-b690-1674a0b83523,giddoll,live,
86b08351-0e22-4314-bb7c-5dbcdbca3fe1,llokttang,difficult,
6ff2e0c1-7b90-4263-8076-e0c1d1e7b845,da,MED.DEM,
9c5e3c54-00a9-46d6-b63d-ffb56d0573cb,d-a-plläg-n-än,REM.TR-RT.EXT.INTR-fly-NPFV-REM|FUT.3SG`S|A,
76367206-4ec6-4910-8dc7-dc60d5088fc8,tuk,air,
857f16d7-b4f4-464a-8d73-7820cc0bb5ba,era,which,
7d8d0101-0461-4b9d-9fb6-a617d888751a,d-a-plläg-än,REM.TR-RT.EXT.INTR-fly-REM|FUT.3SG`S|A,
61bee62e-3410-4135-9b06-e7cc7f1f9389,ddäg,back,
e85e89ba-6dde-4995-beb1-3b39974990bc,kutt,bone,
78ef28b4-74cf-4bad-a812-07542429f902,pälläm,visible,
19f33372-b366-42d6-a525-134e89ac8ac7,d-a-ngnoe-yän,REM.TR-RT.EXT.TR-ask-REM|FUT.3SG`S|A,
c7cd7ccf-ca92-4d61-8af9-1382996ea8c3,mu,reply,
3734d5e4-08e1-4f9b-8e9b-eadec362e66c,kandärmang,sorry,
0f081434-a8b3-4c75-8781-7bcf7617e899,giddoll,live,
b879a4bf-d124-40f5-9d7c-01a08caa4479,g-o-lläntmeny-än,REM.INTR-RT.EXT.INTR-tell-REM|FUT.3SG`S|A,
4b52f390-de57-4b0e-8f6e-fcfb4621e94c,kandärmang,sorry,
61ae12fa-ffa2-4f26-9b99-a37b806d5a4d,b-a-ngmingg,FUT.1|3`S|A-RT.EXT.TR-help,
13ed9075-0fbb-4002-acc7-95da02e6e8e3,duli,there,
36591f90-4d86-4062-8966-bb54203c7b0e,mullamullae,every,
eca1d8f0-b7bd-4a08-b7f2-b3b42fbe4d2a,b-ä-gag,FUT.1|3`S|A-3NDU`P-AUX.NPRS,
fb34a62d-9869-4456-b802-ecb2bc9f3f84,bablle,2SG.dat,
f560c852-06ae-45da-8547-407ab7fa9723,ngämi-ngg,help-III.NPL,
c29ae1f3-8206-46f3-9b86-980382c2f240,d-i-ngällbän-än,REM.TR-VEN-get-REM|FUT.3SG`S|A,
0d8dee3e-1c67-4beb-a97d-b6a9ec549211,g-o-ngttä-g-eyo,REM.INTR-RT.EXT.INTR-arrive-III.NPL-FUT.2|3DU`S|NSG`A,
14b5a427-e97f-4e0b-b805-6092662b8546,ngämi,1NSG.EXCL.NOM,
3555dda1-2ae5-4028-869a-9408eb7833a4,b-a-tram-eya,FUT.1|3`S|A-RT.EXT.TR-carry-FUT.1DU`S|NSG`A,
2f3c0e25-b551-4db5-83f4-06a47e660fc6,sabi,law,
d33d88e3-ecd0-42e1-95be-da2d883a1417,n-o-ngkollmäll,FUT.SG|3PL`P-3NDU`P-follow,
b4f62428-2d78-469b-b92d-2668473c4429,muda,PROHIB,
de714a9b-3e48-4cfd-b330-fa19bc9584b9,ttätt,right,
85d04694-2a15-48c3-9ac3-0cf131af4f53,gall-ab,open-IV.NPL,
d2d04785-8462-464b-a7d2-33ae8f8a5838,d-ä-tärpän-än,REM.TR-3NDU`P-cut-REM|FUT.3SG`S|A,
84e1d6a5-ff44-4f0c-8cb1-00d1d797cc62,bod,mouth,
db3bed05-0712-4e85-8b9a-54a7b945f2db,mäll-am,hold-IV.NPL,
2697617e-9cb7-4b54-8863-86e1a79eb073,komlla,two,
f50f4dc1-4444-43a2-81f4-6057b1bc6082,d-a-mllam-eyo,REM.TR-RT.EXT.TR-hold-REM.3DU`S|NSG`A,
1576bfb5-63b0-4a61-ab36-19a2319b7d57,ttälle,leg,
62e1617e-a95e-40e9-bb3e-7a0b1a368781,paplläg,fly,
78661f16-5d4f-4b05-9a13-0d0f1f36d15b,g-o-ngk-am-eyo,REM.INTR-RT.EXT.INTR-start-IV.NPL-FUT.2|3DU`S|NSG`A,
c2203f96-c9f2-448e-ae0c-77e0ee38a23f,dowae,proximity,
fcceaa83-554b-4b64-bc0e-cd5ded601757,maduma,village,
b9d0c47c-eba8-4b4e-8fad-a8fd2a336b8d,d-ä-lltaem-n-än,REM.TR-RT.EXT.INTR-arrive-NPFV-REM|FUT.3SG`S|A,
f91218d7-0ad6-43b4-a6ad-eb625dbfecc0,mäse,IMN,
e52e05b8-834b-49f6-9f77-935f9de7a416,ekapanypeny,speakspeak,
c63aa306-a4e3-40a2-a300-872d48f52e36,ae,ah,
01a6d665-f709-4667-a04c-1192e62a2447,gonyo,here,
a5608151-408a-4c9c-a2b7-64e7f03e4132,ekaklle,ground,
4b8ff870-c84b-4bb5-a466-4bd04c0d4368,enanae,forever,
4e112cc9-a4a0-4ca6-a1c2-46887fa853aa,g-o-llom-än,REM.INTR-RT.EXT.INTR-break-REM|FUT.3SG`S|A,
6d51c14d-e30f-4176-812e-8c29dcf2a063,käla~kälae,ADVsmall,
e19017b6-b6c6-458c-9dab-fe9708fc9aaa,päre,sadly,
ecb5d66e-c03a-441e-a037-ed229a32ed62,gollob,turtle_shell,
e41bc2a7-5e3a-4505-967a-55a0e3bea88e,pallkepallke,pieces,
42e9ee84-6f18-4296-9e60-e6f2a6701ff7,d-ä-ddäga-n-eyo,REM.TR-3NDU`P-put_together-DUR-FUT.2|3DU`S|NSG`A,
75a22b3f-5527-40ea-bfd2-a96c46a7d028,kame,again,
c5929460-50fc-4364-9381-86a8cbe3e5c7,g-o-ntäbemeny-neg-än,REM.INTR-RT.EXT.INTR-instruct-3PL`S-REM|FUT.3SG`S|A,
67f63f59-180a-4221-ad38-132c9f32b2f0,d-ä-tr-am-eyo,REM.TR-3NDU`P-carry-IV.NPL-FUT.2|3DU`S|NSG`A,
478e3401-b553-4242-8aa6-5b91ecac88d6,d-a-inttemongg-eyo,REM.TR-RT.EXT.TR-let_free-REM.3DU`S|NSG`A,
5fa50d8b-e918-4a2d-9445-21410b9b6395,tupi,long,
bf14a91f-b354-437f-8d7d-75bdff2e91af,ttongo,one,
4e79305c-3a36-4c29-8249-846015f27515,Piasorosoro,male_personal_name,
4b33f108-cf67-4457-89a9-ae813648a1de,mälla,wife,
59706299-d2db-4672-9d5f-ecf249a2c12e,walle,COM,
9b319720-5b7f-4122-b322-e7e6500e4050,d-ey-a-gir-n-eyo,REM.TR-DU`S-RT.EXT.TR-live-NPFV-REM.3DU`S,
9d8adf60-7939-446c-9ea3-481fd5d3ba7f,goeg,garden,
a6cc93d6-8fbe-415b-b79e-dd63af3362d0,ta~täräp,INFcut,
ca41e183-29d7-4ecd-8dcd-cb99e3907156,mälla,woman,
ac99428d-1ebd-4c34-a555-3162e8087ff0,b-ey-a-r-eya,FUT.1`S-DU`S-RT.EXT.TR-go-FUT.1DU`S,
c2328c26-2b9b-4f04-82bd-8368c2d2ab6b,goeg,garden,
e82ab7e2-846e-44a3-b523-bc31375a91e5,kumuddäga,three,
ee9eae6a-6d91-4688-8a8e-f57003491e72,sande,week,
e8cd99f2-1d24-4312-ae26-66ac287c2d40,b-a-emponongg-eya,FUT.1`A-RT.EXT.TR-burn-FUT.NSG`A,
6d0c00d5-dcd4-4736-a6fe-f19a896668cb,ai,good,
45a92e44-5744-4b10-9925-c08fcec2130b,gullbe,husband,
894d3a24-7ac9-4d1a-b849-e07a4784da92,alläp,kundu_drum,
3855e741-8f06-4469-9326-47552cf288ab,banggu,headdress,
01b8bb44-e809-4027-99ef-45f6602c1288,da,ACC.CONJ,
5545c3c1-3f48-42d1-a93b-2a2e4808f4cb,pite,grass_skirt,
e8c680f6-af41-418b-807d-b5ebe0c514c4,d-ä-nglläb-än,REM.TR-3NDU`P-get-REM.3SG`A,
923d5c08-ee69-41ab-945d-40a3e6cfc6ff,däbe,that,
41eb2ce9-5c09-4ee9-bf2a-f1ebd998050f,d-ey-a-r-eyo,REM.TR-DU`S-RT.EXT.TR-go-REM.3DU`S|NSG`A,
c191023d-04ef-4afa-8166-5fad6cbb0777,ttängäm,garden,
f2d0725f-1509-4069-ade5-5fc3fc369dfe,Mälla ause,old_woman,
