ID,Example_ID,Wordform_ID,Index,Form_Meaning,Parameter_ID
se-pn026-kurupelsuwede2017e-1-0,se-pn026-kurupelsuwede2017e-1,5fddd06e-b4f1-447f-9204-ea825d139931,0,,null
se-pn026-kurupelsuwede2017e-2-0,se-pn026-kurupelsuwede2017e-2,d277a2b5-d8cc-407f-9ca7-d25c7513209e,0,story,story
se-pn026-kurupelsuwede2017e-2-1,se-pn026-kurupelsuwede2017e-2,fa1a7ce6-7608-43bc-8889-8cc978490658,1,NOM,nom
se-pn026-kurupelsuwede2017e-2-2,se-pn026-kurupelsuwede2017e-2,caec8a38-7496-429d-8107-e3810b3e741b,2,INFdo,infdo
se-pn026-kurupelsuwede2017e-2-3,se-pn026-kurupelsuwede2017e-2,87be80fd-f335-4347-afa7-055cd479706f,3,ABL==NOM,abl-nom
se-pn026-kurupelsuwede2017e-2-4,se-pn026-kurupelsuwede2017e-2,att-abl,4,=ABL,abl
se-pn026-kurupelsuwede2017e-2-5,se-pn026-kurupelsuwede2017e-2,a-nom,5,=NOM,nom
se-pn026-kurupelsuwede2017e-2-6,se-pn026-kurupelsuwede2017e-2,c72844c0-37b5-415f-88c8-4ad4aa4e95ea,6,here,here
se-pn026-kurupelsuwede2017e-2-7,se-pn026-kurupelsuwede2017e-2,n-cop-prs-sg,7,=COP.PRS.SG,cop-prs-sg
se-pn026-kurupelsuwede2017e-2-8,se-pn026-kurupelsuwede2017e-2,94477476-ba06-4c09-8b73-703aa2db70db,8,old_man,old-man
se-pn026-kurupelsuwede2017e-2-9,se-pn026-kurupelsuwede2017e-2,bc71c7ea-2d49-43e8-ae1b-c97634d6141e,9,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-2-10,se-pn026-kurupelsuwede2017e-2,ee0a315b-3467-43ba-b5b4-6ee2dd65dfd4,10,3SG.ABL.POSS,3sg-abl-poss
se-pn026-kurupelsuwede2017e-3-0,se-pn026-kurupelsuwede2017e-3,a23fe320-02fa-435f-a64e-ddf3c0fbbf3e,0,year,year
se-pn026-kurupelsuwede2017e-3-1,se-pn026-kurupelsuwede2017e-3,80290323-ab05-42e8-abae-1b909638aad8,1,NOM,nom
se-pn026-kurupelsuwede2017e-3-2,se-pn026-kurupelsuwede2017e-3,01bd9497-43d4-481e-a3b8-bac1cc3cc6d5,2,loanword,loanword
se-pn026-kurupelsuwede2017e-3-3,se-pn026-kurupelsuwede2017e-3,24578e4b-9378-4023-bb30-5ecc4f7c4c5d,3,loanword,loanword
se-pn026-kurupelsuwede2017e-3-4,se-pn026-kurupelsuwede2017e-3,01744412-fc75-4dc2-82a0-cb1720ee3a49,4,that,that
se-pn026-kurupelsuwede2017e-3-5,se-pn026-kurupelsuwede2017e-3,4b17546a-3177-4ab2-b031-2ef726d56c50,5,spot,spot
se-pn026-kurupelsuwede2017e-3-6,se-pn026-kurupelsuwede2017e-3,51fc298e-458b-4951-8d5e-4c5bb357f384,6,LOC,loc
se-pn026-kurupelsuwede2017e-3-7,se-pn026-kurupelsuwede2017e-3,0c355c58-79a6-42f1-8041-eb2ac4817959,7,a,a
se-pn026-kurupelsuwede2017e-3-8,se-pn026-kurupelsuwede2017e-3,bf2e5f0a-c963-4467-a2bc-3b76a101978c,8,man,man
se-pn026-kurupelsuwede2017e-3-9,se-pn026-kurupelsuwede2017e-3,80290323-ab05-42e8-abae-1b909638aad8,9,NOM,nom
se-pn026-kurupelsuwede2017e-3-10,se-pn026-kurupelsuwede2017e-3,90616d2c-4a35-439b-9760-ca1a4e9c9dc7,10,die,die
se-pn026-kurupelsuwede2017e-3-11,se-pn026-kurupelsuwede2017e-3,2bc4866b-71ee-477e-a924-dbc5d4c61ca4,11,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-aux-nprs-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-3-12,se-pn026-kurupelsuwede2017e-3,547a8cba-e693-4b34-a59d-c543a08738d2,12,toponym,toponym
se-pn026-kurupelsuwede2017e-3-13,se-pn026-kurupelsuwede2017e-3,d2d3a4fe-a106-4269-bc18-c8af7a95d082,13,village,village
se-pn026-kurupelsuwede2017e-3-14,se-pn026-kurupelsuwede2017e-3,51fc298e-458b-4951-8d5e-4c5bb357f384,14,LOC,loc
se-pn026-kurupelsuwede2017e-4-0,se-pn026-kurupelsuwede2017e-4,72d73d0b-76b5-40a7-ad56-456d0a006567,0,3SG.POSS,3sg-poss
se-pn026-kurupelsuwede2017e-4-1,se-pn026-kurupelsuwede2017e-4,f9267b96-0e61-4ec1-acae-ad89b83f89a5,1,name,name
se-pn026-kurupelsuwede2017e-4-2,se-pn026-kurupelsuwede2017e-4,fa1a7ce6-7608-43bc-8889-8cc978490658,2,NOM,nom
se-pn026-kurupelsuwede2017e-4-3,se-pn026-kurupelsuwede2017e-4,6dfa8218-b7db-4c03-af5c-2737d9b0c414,3,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-5-1-0,se-pn026-kurupelsuwede2017e-5-1,6dfa8218-b7db-4c03-af5c-2737d9b0c414,0,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-5-1-1,se-pn026-kurupelsuwede2017e-5-1,72d73d0b-76b5-40a7-ad56-456d0a006567,1,3SG.POSS,3sg-poss
se-pn026-kurupelsuwede2017e-5-1-2,se-pn026-kurupelsuwede2017e-5-1,f5eddd10-868c-48f9-ab47-ce579d3591f3,2,father,father
se-pn026-kurupelsuwede2017e-5-1-3,se-pn026-kurupelsuwede2017e-5-1,c079d495-ccb8-4112-bcfe-827eb0161cfb,3,MED.DEM,med-dem
se-pn026-kurupelsuwede2017e-5-1-4,se-pn026-kurupelsuwede2017e-5-1,eya-cop-pst-sg,4,=COP.PST.SG,cop-pst-sg
se-pn026-kurupelsuwede2017e-5-1-5,se-pn026-kurupelsuwede2017e-5-1,b629666c-0109-4cb4-bb04-28df7308187a,5,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-5-2-0,se-pn026-kurupelsuwede2017e-5-2,495a041d-f397-4eb8-80b8-3e196a46fbe4,0,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-5-2-1,se-pn026-kurupelsuwede2017e-5-2,34ad0558-0aa1-4f46-ac9f-67e8ccf0577b,1,and,and
se-pn026-kurupelsuwede2017e-5-2-2,se-pn026-kurupelsuwede2017e-5-2,dcde3a5f-18c6-4e6b-9c1f-b6d3b343474b,2,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-6-0,se-pn026-kurupelsuwede2017e-6,d0dddcbb-c140-4327-92d6-3ceab9ed2bc2,0,female_personal_name,female-personal-name
se-pn026-kurupelsuwede2017e-6-1,se-pn026-kurupelsuwede2017e-6,ang-atr,1,=ATR,atr
se-pn026-kurupelsuwede2017e-6-2,se-pn026-kurupelsuwede2017e-6,bf2e5f0a-c963-4467-a2bc-3b76a101978c,2,man,man
se-pn026-kurupelsuwede2017e-6-3,se-pn026-kurupelsuwede2017e-6,c079d495-ccb8-4112-bcfe-827eb0161cfb,3,MED.DEM,med-dem
se-pn026-kurupelsuwede2017e-6-4,se-pn026-kurupelsuwede2017e-6,eya-cop-pst-sg,4,=COP.PST.SG,cop-pst-sg
se-pn026-kurupelsuwede2017e-7-0,se-pn026-kurupelsuwede2017e-7,90616d2c-4a35-439b-9760-ca1a4e9c9dc7,0,die,die
se-pn026-kurupelsuwede2017e-7-1,se-pn026-kurupelsuwede2017e-7,2bc4866b-71ee-477e-a924-dbc5d4c61ca4,1,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-aux-nprs-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-7-2,se-pn026-kurupelsuwede2017e-7,547a8cba-e693-4b34-a59d-c543a08738d2,2,toponym,toponym
se-pn026-kurupelsuwede2017e-7-3,se-pn026-kurupelsuwede2017e-7,51fc298e-458b-4951-8d5e-4c5bb357f384,3,LOC,loc
se-pn026-kurupelsuwede2017e-8-0,se-pn026-kurupelsuwede2017e-8,08892a56-bebf-4a5d-83de-e4f6fb6649e5,0,all,all
se-pn026-kurupelsuwede2017e-8-1,se-pn026-kurupelsuwede2017e-8,cacd8e88-4c09-4c2e-8c03-d76c95fba54d,1,person,person
se-pn026-kurupelsuwede2017e-8-2,se-pn026-kurupelsuwede2017e-8,80290323-ab05-42e8-abae-1b909638aad8,2,NOM,nom
se-pn026-kurupelsuwede2017e-8-3,se-pn026-kurupelsuwede2017e-8,a437ad9f-cc22-4a60-8d0e-bf990f334bf4,3,toponym,toponym
se-pn026-kurupelsuwede2017e-8-4,se-pn026-kurupelsuwede2017e-8,87be80fd-f335-4347-afa7-055cd479706f,4,ABL==NOM,abl-nom
se-pn026-kurupelsuwede2017e-8-5,se-pn026-kurupelsuwede2017e-8,att-abl,5,=ABL,abl
se-pn026-kurupelsuwede2017e-8-6,se-pn026-kurupelsuwede2017e-8,a-nom,6,=NOM,nom
se-pn026-kurupelsuwede2017e-8-7,se-pn026-kurupelsuwede2017e-8,7ea67222-4c84-4a03-99a0-c796dc359f30,7,REM.INTR-RT.EXT.INTR-go-DUR-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-go-dur-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-8-8,se-pn026-kurupelsuwede2017e-8,3511fb6d-5b30-454d-bd27-28fb0c0b63b8,8,also,also
se-pn026-kurupelsuwede2017e-8-9,se-pn026-kurupelsuwede2017e-8,fad4375c-5615-492e-b36c-3975cceaee9e,9,to,to
se-pn026-kurupelsuwede2017e-8-10,se-pn026-kurupelsuwede2017e-8,547a8cba-e693-4b34-a59d-c543a08738d2,10,toponym,toponym
se-pn026-kurupelsuwede2017e-9-0,se-pn026-kurupelsuwede2017e-9,c5bc1b0e-5a88-4dde-9532-86164eceaabe,0,how,how
se-pn026-kurupelsuwede2017e-9-1,se-pn026-kurupelsuwede2017e-9,ingoll-like,1,=like,like
se-pn026-kurupelsuwede2017e-9-2,se-pn026-kurupelsuwede2017e-9,ang-atr,2,=ATR,atr
se-pn026-kurupelsuwede2017e-9-3,se-pn026-kurupelsuwede2017e-9,12ccb6bd-6266-4957-a58a-467a0ac11cc7,3,cry,cry
se-pn026-kurupelsuwede2017e-9-4,se-pn026-kurupelsuwede2017e-9,ae6601e9-3085-471d-8e65-b6ba3efd39bd,4,REM.INTR-RT.EXT.INTR-AUX.NPRS-3PL`S-NPFV-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-aux-nprs-3pl-s-npfv-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-9-5,se-pn026-kurupelsuwede2017e-9,093051ab-572f-4865-a163-185a22d6490c,5,this,this
se-pn026-kurupelsuwede2017e-9-6,se-pn026-kurupelsuwede2017e-9,5dfdaf5a-fc2c-41a4-be12-b2c39ab8e0d1,6,death,death
se-pn026-kurupelsuwede2017e-9-7,se-pn026-kurupelsuwede2017e-9,ag-atr,7,=ATR,atr
se-pn026-kurupelsuwede2017e-9-8,se-pn026-kurupelsuwede2017e-9,51fc298e-458b-4951-8d5e-4c5bb357f384,8,LOC,loc
se-pn026-kurupelsuwede2017e-9-9,se-pn026-kurupelsuwede2017e-9,0f55b6e1-7168-454e-8e30-b38457a6f50e,9,thing,thing
se-pn026-kurupelsuwede2017e-9-10,se-pn026-kurupelsuwede2017e-9,fa1a7ce6-7608-43bc-8889-8cc978490658,10,NOM,nom
se-pn026-kurupelsuwede2017e-9-11,se-pn026-kurupelsuwede2017e-9,c5bc1b0e-5a88-4dde-9532-86164eceaabe,11,how,how
se-pn026-kurupelsuwede2017e-9-12,se-pn026-kurupelsuwede2017e-9,ingoll-like,12,=like,like
se-pn026-kurupelsuwede2017e-9-13,se-pn026-kurupelsuwede2017e-9,ang-atr,13,=ATR,atr
se-pn026-kurupelsuwede2017e-9-14,se-pn026-kurupelsuwede2017e-9,3f3e0fc3-9ca2-4352-911c-882d7eb6a2d3,14,MED.DEM,med-dem
se-pn026-kurupelsuwede2017e-9-15,se-pn026-kurupelsuwede2017e-9,n-cop-prs-sg,15,=COP.PRS.SG,cop-prs-sg
se-pn026-kurupelsuwede2017e-10-0,se-pn026-kurupelsuwede2017e-10,12ccb6bd-6266-4957-a58a-467a0ac11cc7,0,cry,cry
se-pn026-kurupelsuwede2017e-10-1,se-pn026-kurupelsuwede2017e-10,ae6601e9-3085-471d-8e65-b6ba3efd39bd,1,REM.INTR-RT.EXT.INTR-AUX.NPRS-3PL`S-NPFV-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-aux-nprs-3pl-s-npfv-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-10-2,se-pn026-kurupelsuwede2017e-10,25ab2c5f-1316-4520-9216-2837b82c7709,2,this-VOC,this-voc
se-pn026-kurupelsuwede2017e-10-3,se-pn026-kurupelsuwede2017e-10,6f8169d0-0041-4d33-8d16-c020c994258d,3,REM.INTR-RT.EXT.INTR-finish-II.NPL-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-finish-ii-npl-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-11-0,se-pn026-kurupelsuwede2017e-11,bb568600-b297-44dc-8453-8556f53bcd34,0,okay,okay
se-pn026-kurupelsuwede2017e-11-1,se-pn026-kurupelsuwede2017e-11,1d9902f7-7300-4bed-8207-e8fc6fc88d92,1,yes,yes
se-pn026-kurupelsuwede2017e-11-2,se-pn026-kurupelsuwede2017e-11,21315903-15a2-4595-b8cd-1f8d04f29618,2,ALL,all-1
se-pn026-kurupelsuwede2017e-11-3,se-pn026-kurupelsuwede2017e-11,6e024b67-feaa-4342-8534-af20967697e6,3,then,then
se-pn026-kurupelsuwede2017e-11-4,se-pn026-kurupelsuwede2017e-11,dc984888-c7df-420a-bf8f-e5fedb1e193f,4,that,that
se-pn026-kurupelsuwede2017e-11-5,se-pn026-kurupelsuwede2017e-11,gaeya-cop-pst-pl,5,=COP.PST.PL,cop-pst-pl
se-pn026-kurupelsuwede2017e-11-6,se-pn026-kurupelsuwede2017e-11,eaf362ca-965f-46f7-859f-121810cb1b29,6,bury,bury
se-pn026-kurupelsuwede2017e-11-7,se-pn026-kurupelsuwede2017e-11,ma-char,7,=CHAR,char
se-pn026-kurupelsuwede2017e-11-8,se-pn026-kurupelsuwede2017e-11,e0fe9d90-28d8-4ce0-9292-a7f33e55f189,8,REM.TR-3NDU`P-dig-REM.3DU`S|NSG`A,rem-tr-3ndu-p-dig-rem-3du-s-nsg-a
se-pn026-kurupelsuwede2017e-11-9,se-pn026-kurupelsuwede2017e-11,6dfa8218-b7db-4c03-af5c-2737d9b0c414,9,male_personal_name,male-personal-name
se-pn026-kurupelsuwede2017e-11-10,se-pn026-kurupelsuwede2017e-11,5ae49dfb-5558-4ff1-88d7-0a11087b7503,10,3SG.POSS,3sg-poss
se-pn026-kurupelsuwede2017e-11-11,se-pn026-kurupelsuwede2017e-11,7fcc6239-e9c7-4b10-bd01-d9aba300b570,11,body,body
se-pn026-kurupelsuwede2017e-11-12,se-pn026-kurupelsuwede2017e-11,7d349a43-096c-4adb-b354-d612bff155ac,12,leave_alone,leave-alone
se-pn026-kurupelsuwede2017e-11-13,se-pn026-kurupelsuwede2017e-11,674dfa4d-7d2a-4873-a375-3550686b21b4,13,ALL,all-1
se-pn026-kurupelsuwede2017e-11-14,se-pn026-kurupelsuwede2017e-11,eaf362ca-965f-46f7-859f-121810cb1b29,14,bury,bury
se-pn026-kurupelsuwede2017e-11-15,se-pn026-kurupelsuwede2017e-11,ma-char,15,=CHAR,char
se-pn026-kurupelsuwede2017e-11-16,se-pn026-kurupelsuwede2017e-11,f0c25e12-47b4-464f-b8c8-19e6faa03dae,16,INFdig,infdig
se-pn026-kurupelsuwede2017e-11-17,se-pn026-kurupelsuwede2017e-11,fa1a7ce6-7608-43bc-8889-8cc978490658,17,NOM,nom
se-pn026-kurupelsuwede2017e-11-18,se-pn026-kurupelsuwede2017e-11,6f8169d0-0041-4d33-8d16-c020c994258d,18,REM.INTR-RT.EXT.INTR-finish-II.NPL-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-finish-ii-npl-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-12-0,se-pn026-kurupelsuwede2017e-12,7fcc6239-e9c7-4b10-bd01-d9aba300b570,0,body,body
se-pn026-kurupelsuwede2017e-12-1,se-pn026-kurupelsuwede2017e-12,c7b64c10-028f-4af3-b119-c23270a99ca4,1,ACC,acc
se-pn026-kurupelsuwede2017e-12-2,se-pn026-kurupelsuwede2017e-12,82144213-ac35-4c4d-89ba-9c1be1fb17f2,2,REM.TR-3NDU`P-leave_alone-III.NPL-FUT.2|3DU`S|NSG`A,rem-tr-3ndu-p-leave-alone-iii-npl-fut-2-3du-s-nsg-a
se-pn026-kurupelsuwede2017e-12-3,se-pn026-kurupelsuwede2017e-12,eaf362ca-965f-46f7-859f-121810cb1b29,3,bury,bury
se-pn026-kurupelsuwede2017e-12-4,se-pn026-kurupelsuwede2017e-12,ma-char,4,=CHAR,char
se-pn026-kurupelsuwede2017e-12-5,se-pn026-kurupelsuwede2017e-12,51fc298e-458b-4951-8d5e-4c5bb357f384,5,LOC,loc
se-pn026-kurupelsuwede2017e-13-0,se-pn026-kurupelsuwede2017e-13,0814330a-10a1-49c5-aac8-30d959c25491,0,REM.TR-RT.EXT.TR-cover_pit-REM.3DU`S|NSG`A,rem-tr-rt-ext-tr-cover-pit-rem-3du-s-nsg-a
se-pn026-kurupelsuwede2017e-13-1,se-pn026-kurupelsuwede2017e-13,6f8169d0-0041-4d33-8d16-c020c994258d,1,REM.INTR-RT.EXT.INTR-finish-II.NPL-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-finish-ii-npl-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-14-0,se-pn026-kurupelsuwede2017e-14,093051ab-572f-4865-a163-185a22d6490c,0,this,this
se-pn026-kurupelsuwede2017e-14-1,se-pn026-kurupelsuwede2017e-14,cadab1ce-18da-4978-9085-dad0e69d125e,1,when,when
se-pn026-kurupelsuwede2017e-14-2,se-pn026-kurupelsuwede2017e-14,c504f2e0-4719-4a1e-999b-86bd06d43bd8,2,night,night
se-pn026-kurupelsuwede2017e-14-3,se-pn026-kurupelsuwede2017e-14,2bc4866b-71ee-477e-a924-dbc5d4c61ca4,3,REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-aux-nprs-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-14-4,se-pn026-kurupelsuwede2017e-14,bf2e5f0a-c963-4467-a2bc-3b76a101978c,4,man,man
se-pn026-kurupelsuwede2017e-14-5,se-pn026-kurupelsuwede2017e-14,80290323-ab05-42e8-abae-1b909638aad8,5,NOM,nom
se-pn026-kurupelsuwede2017e-14-6,se-pn026-kurupelsuwede2017e-14,bf2e5f0a-c963-4467-a2bc-3b76a101978c,6,man,man
se-pn026-kurupelsuwede2017e-14-7,se-pn026-kurupelsuwede2017e-14,991303e5-307c-4579-b04e-fff30faa25e2,7,NSGbig,nsgbig
se-pn026-kurupelsuwede2017e-14-8,se-pn026-kurupelsuwede2017e-14,80290323-ab05-42e8-abae-1b909638aad8,8,NOM,nom
se-pn026-kurupelsuwede2017e-14-9,se-pn026-kurupelsuwede2017e-14,08892a56-bebf-4a5d-83de-e4f6fb6649e5,9,all,all
se-pn026-kurupelsuwede2017e-14-10,se-pn026-kurupelsuwede2017e-14,5373270f-e581-42d7-8d1e-24c1c37f4cf8,10,old_man,old-man
se-pn026-kurupelsuwede2017e-14-11,se-pn026-kurupelsuwede2017e-14,fa1a7ce6-7608-43bc-8889-8cc978490658,11,NOM,nom
se-pn026-kurupelsuwede2017e-14-12,se-pn026-kurupelsuwede2017e-14,413c979c-9890-4093-b459-df953f1d501e,12,REM.INTR-RT.EXT.INTR-plan-3PL`S-REM|FUT.3SG`S|A,rem-intr-rt-ext-intr-plan-3pl-s-rem-fut-3sg-s-a
se-pn026-kurupelsuwede2017e-15-0,se-pn026-kurupelsuwede2017e-15,77c6a77d-d4dc-45bb-b2e2-a132b162c0f2,0,like_this,like-this
se-pn026-kurupelsuwede2017e-15-1,se-pn026-kurupelsuwede2017e-15,bbd69520-b25b-41e7-9e56-e5f1ac2549bd,1,1NSG.INCL.NOM,1nsg-incl-nom
se-pn026-kurupelsuwede2017e-15-2,se-pn026-kurupelsuwede2017e-15,ab38bf6e-603a-4720-bafc-6abe834f3f3b,2,now,now
se-pn026-kurupelsuwede2017e-15-3,se-pn026-kurupelsuwede2017e-15,9f61bce5-adbd-421b-9a82-c3616cee3570,3,game,game
se-pn026-kurupelsuwede2017e-15-4,se-pn026-kurupelsuwede2017e-15,c7b64c10-028f-4af3-b119-c23270a99ca4,4,ACC,acc
se-pn026-kurupelsuwede2017e-15-5,se-pn026-kurupelsuwede2017e-15,caec8a38-7496-429d-8107-e3810b3e741b,5,INFdo,infdo
se-pn026-kurupelsuwede2017e-15-6,se-pn026-kurupelsuwede2017e-15,674dfa4d-7d2a-4873-a375-3550686b21b4,6,ALL,all-1
se-pn026-kurupelsuwede2017e-15-7,se-pn026-kurupelsuwede2017e-15,3f3e0fc3-9ca2-4352-911c-882d7eb6a2d3,7,MED.DEM,med-dem
se-pn026-kurupelsuwede2017e-15-8,se-pn026-kurupelsuwede2017e-15,n-cop-prs-sg,8,=COP.PRS.SG,cop-prs-sg
se-pn026-kurupelsuwede2017e-15-9,se-pn026-kurupelsuwede2017e-15,3bda1f21-c6cb-47be-b6d2-d99e3bf0ef25,9,this,this
se-pn026-kurupelsuwede2017e-15-10,se-pn026-kurupelsuwede2017e-15,8d35eb8b-215b-4acf-9afb-f709c9121361,10,dead,dead
se-pn026-kurupelsuwede2017e-15-11,se-pn026-kurupelsuwede2017e-15,1680d967-523c-4763-8aaa-ccca2661a7ac,11,time,time
se-pn026-kurupelsuwede2017e-15-12,se-pn026-kurupelsuwede2017e-15,51fc298e-458b-4951-8d5e-4c5bb357f384,12,LOC,loc
se-pn026-kurupelsuwede2017e-16-0,se-pn026-kurupelsuwede2017e-16,7d9ad9d1-3041-4e92-b2b3-dea9058a71d8,0,POT,pot
se-pn026-kurupelsuwede2017e-16-1,se-pn026-kurupelsuwede2017e-16,27b1437a-15c4-461b-ae79-9c312204ddbd,1,true,true
se-pn026-kurupelsuwede2017e-16-2,se-pn026-kurupelsuwede2017e-16,bf2e5f0a-c963-4467-a2bc-3b76a101978c,2,man,man
se-pn026-kurupelsuwede2017e-16-3,se-pn026-kurupelsuwede2017e-16,80290323-ab05-42e8-abae-1b909638aad8,3,NOM,nom
se-pn026-kurupelsuwede2017e-16-4,se-pn026-kurupelsuwede2017e-16,c31fa912-5472-4b41-a2a4-0a3a5c53b215,4,strong,strong
se-pn026-kurupelsuwede2017e-16-5,se-pn026-kurupelsuwede2017e-16,fa1a7ce6-7608-43bc-8889-8cc978490658,5,NOM,nom
se-pn026-kurupelsuwede2017e-16-6,se-pn026-kurupelsuwede2017e-16,a7aad374-5f85-4e38-bab4-499ae5426fc6,6,who,who
se-pn026-kurupelsuwede2017e-16-7,se-pn026-kurupelsuwede2017e-16,in-cop-prs-sg,7,=COP.PRS.SG,cop-prs-sg
se-pn026-kurupelsuwede2017e-16-8,se-pn026-kurupelsuwede2017e-16,c504f2e0-4719-4a1e-999b-86bd06d43bd8,8,night,night
se-pn026-kurupelsuwede2017e-16-9,se-pn026-kurupelsuwede2017e-16,674dfa4d-7d2a-4873-a375-3550686b21b4,9,ALL,all-1
se-pn026-kurupelsuwede2017e-16-10,se-pn026-kurupelsuwede2017e-16,b2e66b7c-a48d-450c-abac-48fadbba90f5,10,go,go
se-pn026-kurupelsuwede2017e-16-11,se-pn026-kurupelsuwede2017e-16,fad33ca1-be48-46ab-b800-10038725af62,11,ALL,all-1
se-pn026-kurupelsuwede2017e-16-12,se-pn026-kurupelsuwede2017e-16,fad4375c-5615-492e-b36c-3975cceaee9e,12,to,to
se-pn026-kurupelsuwede2017e-16-13,se-pn026-kurupelsuwede2017e-16,eaf362ca-965f-46f7-859f-121810cb1b29,13,bury,bury
se-pn026-kurupelsuwede2017e-16-14,se-pn026-kurupelsuwede2017e-16,ma-char,14,=CHAR,char
se-pn026-kurupelsuwede2017e-17-1-0,se-pn026-kurupelsuwede2017e-17-1,bbd69520-b25b-41e7-9e56-e5f1ac2549bd,0,1NSG.INCL.NOM,1nsg-incl-nom
se-pn026-kurupelsuwede2017e-17-1-1,se-pn026-kurupelsuwede2017e-17-1,ab38bf6e-603a-4720-bafc-6abe834f3f3b,1,now,now
se-pn026-kurupelsuwede2017e-17-1-2,se-pn026-kurupelsuwede2017e-17-1,b8d7976a-47cf-4b28-93a2-45b048807ad0,2,fire,fire
se-pn026-kurupelsuwede2017e-17-1-3,se-pn026-kurupelsuwede2017e-17-1,edb24261-d10d-43f4-b1a6-e56206b54ab9,3,fire-stick,fire-stick
se-pn026-kurupelsuwede2017e-17-1-4,se-pn026-kurupelsuwede2017e-17-1,c7b64c10-028f-4af3-b119-c23270a99ca4,4,ACC,acc
se-pn026-kurupelsuwede2017e-17-1-5,se-pn026-kurupelsuwede2017e-17-1,3456ce6e-3109-4292-93fe-9b36963a005c,5,carry-DUR,carry-dur
se-pn026-kurupelsuwede2017e-17-1-6,se-pn026-kurupelsuwede2017e-17-1,674dfa4d-7d2a-4873-a375-3550686b21b4,6,ALL,all-1
se-pn026-kurupelsuwede2017e-17-1-7,se-pn026-kurupelsuwede2017e-17-1,3f3e0fc3-9ca2-4352-911c-882d7eb6a2d3,7,MED.DEM,med-dem
se-pn026-kurupelsuwede2017e-17-1-8,se-pn026-kurupelsuwede2017e-17-1,n-cop-prs-sg,8,=COP.PRS.SG,cop-prs-sg
se-pn026-kurupelsuwede2017e-17-2-0,se-pn026-kurupelsuwede2017e-17-2,38ae6579-9345-4f09-9fcc-9ac5ca6514e7,0,one,one
se-pn026-kurupelsuwede2017e-17-2-1,se-pn026-kurupelsuwede2017e-17-2,da-nom,1,=NOM,nom
se-pn026-kurupelsuwede2017e-17-2-2,se-pn026-kurupelsuwede2017e-17-2,eef740e5-ecc9-4c00-87a7-e7b6e59fab49,2,REM.TR-3NDU`P-carry-IRR.SG`S|A,rem-tr-3ndu-p-carry-irr-sg-s-a
se-pn026-kurupelsuwede2017e-17-2-3,se-pn026-kurupelsuwede2017e-17-2,fad4375c-5615-492e-b36c-3975cceaee9e,3,to,to
se-pn026-kurupelsuwede2017e-17-2-4,se-pn026-kurupelsuwede2017e-17-2,eaf362ca-965f-46f7-859f-121810cb1b29,4,bury,bury
se-pn026-kurupelsuwede2017e-17-2-5,se-pn026-kurupelsuwede2017e-17-2,ma-char,5,=CHAR,char
se-pn026-kurupelsuwede2017e-17-2-6,se-pn026-kurupelsuwede2017e-17-2,f38b81b9-5fdd-45cd-ad6d-123c5d7c3176,6,REM.TR-3NDU`P-leave_alone-III.NPL-REC.2SG`S|A,rem-tr-3ndu-p-leave-alone-iii-npl-rec-2sg-s-a
se-pn026-kurupelsuwede2017e-17-2-7,se-pn026-kurupelsuwede2017e-17-2,38ae6579-9345-4f09-9fcc-9ac5ca6514e7,7,one,one
se-pn026-kurupelsuwede2017e-17-2-8,se-pn026-kurupelsuwede2017e-17-2,da-nom,8,=NOM,nom
se-pn026-kurupelsuwede2017e-17-2-9,se-pn026-kurupelsuwede2017e-17-2,704b8d71-03c3-4ef9-938d-04f8f44804f6,9,also,also
